video_id,channel_id,channel_title,title,description,published_at,duration,view_count,like_count,fave_count,comment_count
RR_fpUrS9MU,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,[FULL] Hakim Cecar Ferdy Sambo di Sidang Pemeriksaan Terdakwa Terkait Hal Ini..,"JAKARTA, KOMPAS.TV  Terdakwa Ferdy Sambo beri kesaksian dalam sidang pemeriksaan terdakwa pembunuhan berencana Yosua di Pengadilan Negeri Jakarta Selatan pada Selasa (10/1)

Dalam kesempatan itu, Sambo menceritakan kembali kronologi penembakan dan saat beri perintah tembak kepada Richard Eliezer.

Baca Juga Momen Ferdy Sambo dan Putri Candrawathi Menangis Saat di Persidangan Pemeriksaan Terdakwa di https://www.kompas.tv/article/368042/momen-ferdy-sambo-dan-putri-candrawathi-menangis-saat-di-persidangan-pemeriksaan-terdakwa

Hakim sempat mencecar Ferdy Sambo terkait perintah saat di rumah Saguling dan saat perintah hajar chard saat kejadian

Video Editor: Bara Bima

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/368073/full-hakim-cecar-ferdy-sambo-di-sidang-pemeriksaan-terdakwa-terkait-hal-ini",2023-01-14T10:21:47Z,PT1H42M1S,3815578,19164,0,4944
h7PUhPoGCqs,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Megawati Ngaku Tak Percaya Motif Ferdy Sambo: Saya Enggak Percaya, Tapi Saya Enggak Mau Cerita","BACA SELENGKAPNYA https://video.tribunnews.com/view/606820/megawati-ngaku-tak-percaya-motif-ferdy-sambo-saya-enggak-percaya-tapi-saya-enggak-mau-cerita

TRIBUN-VIDEO.COM - Presiden Kelima RI Megawati Soekarnoputri hadir dalam acara Seminar Haluan Pembangunan Bali Masa Depan 100 Tahun Bali Era Baru, Jumat (5/5/2023).

Megawati menjelaskan bahwa ia sudah meminta Kapolri Jenderal Listyo Sigit menambah personel menjadi 1 juta personel.

HOST: NILA IRDA
VP: LUTFI TURSILOWATI N.A

#beritaterbaru #beritaterkini #beritaviral #live #breakingnews #megawati #pdiperjuangan #ferdysambo #viraldimediasosial",2023-05-05T10:26:02Z,PT54S,3344646,24166,0,3144
NBh05n2f0aw,UCC-YG6gBZNmdxYfQZnwCX4A,Serambinews,Hakim Temukan Fakta Baru di Rumah Ferdy Sambo,"SERAMBINEWS.COM - Peninjauan Ketua Majelis Hakim Pengadilan Negeri Jakarta Selatan Wahyu Iman Santoso di rumah Ferdy Sambo menemukan adanya fakta baru.

Hakim Wahyu disebut menemukan adanya CCTV yang terletak di rumah Jalan Saguling, Jakarta Selatan tersebut.

tonton selengkapnya di https://www.youtube.com/watch?v=ZeIt0pNF9e8&ab_channel=Serambinews

#shorts #reelsfb  #reels #ferdysambo #viral #brigadirj 
==============================================
Syedara Lon, jangan lupa SUBSCRIBE, SHARE, and COMMENT.

Update video viral lainnya: http://bit.ly/serambivideo
Update berita terpopuler lainnya: http://bit.ly/SerambinewsPopuler
Update info terkini via Serambinews.com: https://aceh.tribunnews.com/

Follow akun Instagram https://bit.ly/IGserambinews
Follow akun Twitter http://bit.ly/TwitterSerambinews
Follow dan like fanpage Facebook http://bit.ly/FBserambinews
Follow akun TikTok http://bit.ly/tiktokserambinews",2023-01-04T14:52:27Z,PT31S,3176108,17346,0,179
lra1nbwzmv0,UCJmNywTIJojwjCKzfs0lgNw,Bisniscom,Pemecatan Ferdy Sambo Akan Dipimpin Presiden? Ini alasannya!,"#jokowi  #ferdysambo #PTDH #polri 



Ikuti terus perkembangan berita - berita terkini hanya di: 
Portal berita https://www.bisnis.com/ 
Instagram https://www.instagram.com/bisniscom/ 
facebook https://www.facebook.com/wwwbisniscom",2022-08-29T07:47:52Z,PT52S,3192276,40203,0,1739
CTemgHr6QTw,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Bharada E Ungkap Detik-detik Ferdy Sambo Menembak Brigadir J: Itu Bapak Berdiri, di Depan Saya","TRIBUN-VIDEO.COM - Bharada Richard Eliezer (Bharada E) hadir dalam sidang kasus pembunuhan Brigadir J pada Kamis (5/1/2023).

Dalam sidang tersebut, sekali lagi Bharada E bersaksi soal detik-detik penembakan terhadap Brigadir Yosua.

Ia mengaku diperintah Ferdy Sambo langsung menembak Bharada E.

Saat itu, Bharada E mendengar suara Brigadir J masih bersuara.

Setelahnya Sambo langsung maju dan menembak ke arah Brigadir J.

Ferdy Sambo diakui Bharada E dalam keadaan berdiri ke arah Brigadir J.

Seusai menembak, Ferdy Sambo langsung jongkok di depan tangga dan menembak ke arah tangga.

Ia kemudian berhenti beberapa saat dan langsung kembali menembak ke arah atas ruang TV.

(Tribun-Video.com)


#beritaterbaru #beritaterkini #beritaviral #live #breakingnews #putricandrawathi #bharadae #kuatmaruf #brigadiryosua #rickyrizal #sidang #cctv #pnjaksel #pengadilan #sidangsambo #brigadirj #sambo #ferdysambo #brigadirjoshua",2023-01-05T05:07:46Z,PT9M29S,3097768,15117,0,1341
f17u19nMAmw,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,Ferdy Sambo Siap Pecat Polisi Nakal #vivacoid #ferdysambo #sambo,"VIVA - Irjen Ferdy Sambo menyatakan siap menindaklanjuti semua oknum polisi yang menyimpang dengan cepat. Simak video selengkapnya di sini https://youtu.be/3PDZS9OgrHE

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-08-13T09:00:16Z,PT31S,3235262,35540,0,6270
hNmLaiVj__4,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,TERUNGKAP Ferdy Sambo Sempat Teken Surat Pemecatan Raden Brotoseno di Hari Pembunuhan Brigadir J!,"TRIBUN-MEDAN.com –Sosok Raden Brotoseno mendadak menjadi sorotan publik, lantaran namanya disebut dalam sidang kasus obstruction of justice pembunuhan Brigadir J.

Dilansir dari Kompas.com, Ferdy Sambo sempat menandatangani berkas kasus di sidang Kode Etik Profesi Kepolisian Raden Brotoseno.

Ternyata hari itu bertepatan dengan pembunuhan Brigadir J.

Hal ini diketahui dari kesaksian Aryanto sebagai petugas harian lepas (PHL) Propam Polri menyebutkan jika surat itu harus ditandatangani oleh Ferdy Sambo.

Baca selengkapnya di www.tribun-medan.com
https://medan.tribunnews.com/2022/11/10/terungkap-ferdy-sambo-sempat-teken-surat-pemecatan-raden-brotoseno-di-hari-pembunuhan-brigadir-j",2022-11-10T14:02:53Z,PT58S,2680969,22695,0,884
ww2XHUnI7tY,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Beri Kejutan, Chat Istri Ferdy Sambo saat Brigadir J Ultah Jadi Sorotan: 'Aku Bersyukur Memiliku'","TRIBUN-VIDEO.COM - Keluarga Brigadir Yosua Hutabarat mengungkapkan isi pesan dari istri Ferdy Sambo saat Brigadir J ulang tajun.

Putri Candrawathi memberikan kejutan ulang tahun pada Brigadir J dan menuturkan bahwa Yosua adalah sosok ajudan yang luar biasa.

Percakapan atau pesan tersebut diungkapkan oleh Roslin Emika, yang merupakan bibi dari Brigadir Yosua Hutabarat.

Roslin menunjukkan bukti berupa capture (tangkapan layar) pesan dari Putri Candrawathi dan dikirimkan ke Brigadir J di hari ulang tahun Ajudan Ferdy Sambo itu.

Postingan tersebut diunggah Roslin Emika pada Kamis (4/8/2022).

Tak diketahui pasti kapan ucapan ulang tahun itu disampaikan oleh istri Ferdy Sambo.

Namun dalam unggahannya, Roslin mengungkapkan pesan Putri Candrawathi yang disampaikan dalam bahasa Inggris.

Putri menyebut Brigadir J adalah pengawal terbaik yang dikenal selama ini.

Dalam pesannya, Putri berharap agar Yosua diliputi kebahagiaan.

Ia pun mengatakan bahwa Yosua adalah sosok staf atau ajudan yang terbaik.

Dalam ungkapan terakhirnya, Putri Sambo menuliskan 'Happy Birthday My Great Bodyguard SUA'.

Roslin mengaku terpukul, pesan menyentuh dari Putri Sambo itu tak bisa menjadi penyelamat bagi Yosua Hutabarat.

Meski dianggap sebagai ajudan yang terbaik, Roslin mengaku sedih karena justru semua ungkapan itu hanya manis di bibir saja.

Ada pula foto Brigadir J di depan sebuah kue mewah bertuliskan Happy Birthday Bodyguard Sua.

(Tribun-Video.com)",2022-08-04T12:48:00Z,PT1M50S,2378928,6668,0,2453
AUamnrAkWJQ,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,"[FULL] Susi, Sang Pengungkap Motif Sambo? - NI LUH","KOMPASTV - Susi, nama yang belakangan ramai jadi perbincangan. Asisten rumah tangga keluarga Ferdy Sambo ini, menyita perhatian publik, lantaran polahnya di pengadilan, saat menjadi saksi terdakwa Richard Eliezer, Senin 31 Oktober 2022.

Ia dicecar hakim dan dicurigai memberi keterangan tak benar dalam persidangan. Pasalnya, Susi kerap mengatakan lupa atau tidak tahu untuk hal-hal sederhana yang ditanyakan hakim. Semisal soal keseharian Ferdy Sambo, maupun soal anak keempat Ferdy Sambo dan Putri Candrawathi. 

Hakim juga menemukan banyak keterangan Susi yang berubah-ubah. Peristiwa di Magelang misalnya. Keterangannya dalam persidangan ditemukan banyak berbeda dengan isi berita acara pemeriksaan (BAP). Hakim harus berulang kali menanyakan pada Susi, bahkan mengancam Susi dengan pidana jika diketahui berbohong. Hakim juga meminta kepada JPU agar Susi terus dihadirkan, lantaran diyakini akan menjadi pengungkap motif.

Ada apa dengan Susi, apa yang ia ketahui namun tak bisa ia sampaikan? Mungkinkah benar ia telah dibuatkan skenario untuk menghadapi persidangan? Jurnalis Kompas TV, Ni Luh Puspa, mencari jawabannya.

Pertama Ni Luh berbincang dengan Kujaeni Tamsil, suami Susi. Ia mengaku sempat berkomunikasi dengan Susi, sebelum persidangan. Apa yang dibahas? Apakah Susi pernah bercerita terkait peristiwa pembunuhan Yosua? Mungkinkah ada tekanan pada Susi yang diceritakannya? 

Selanjutnya Ni Luh juga menanyakan analisis psikologi Susi saat persidangan, lewat ekspresi Susi, pada pakar mikro ekspresi, Monica Kumalasari. Dari yang tergambar, benarkah Susi berbohong?

Soal keyakinan hakim bahwa Susi mampu mengungkap motif Sambo. Ni Luh bertemu pakar hukum pidana, Prof. Romli Atmasasmita. Apa yang membuat hakim ingin menggali motif? Keterangan ART Sambo yang berbelit akankah menguntungkan bagi ferdy Sambo dan isterinya?

Saksikan NI LUH, episode SUSI, SANG PENGUNGKAP MOTIF SAMBO? Tayang Senin, 7 November 2022, pukul 20.30 WIB, hanya di Kompas TV, Independen Terpercaya. (Ni Luh Puspa/ Kompas TV).

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/346081/full-susi-sang-pengungkap-motif-sambo-ni-luh",2022-11-08T02:58:38Z,PT43M42S,2264340,15005,0,1945
zG7kQZ4FcP8,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,FERDY SAMBO DIKIBULI ISTRINYA? Hakim Singgung Sambo Jadi 'Korban' Putri yang Bohong soal Pelecehan,"TRIBUN-VIDEO.COM - Majelis hakim menjelaskan bahwa tak pernah ada pelecehan seksual yang dialami Putri Candrawathi yang dilakukan korban Brigadir Yosua.

Hakim menyebut, ada sakit hati pribadi antara Putri Candrawathi ke Brigadir J.

Hal ini membuat Putri mengadu pada Ferdy Sambo soal pelecehan.

Sambo disebut hakim terlalu percaya 'kicauan' Putri Candrawathi hingga begitu percaya ucapan sang istri.

Sambo juga mengakui bahwa tak melakukan visum karena terlalu percaya bahwa sang istri memang dilecehkan.

(Tribun-Video.com/ Nila)

#beritaterbaru #beritaterkini #beritaviral #live #breakingnews #putricandrawathi #bharadae #kuatmaruf #brigadiryosua #rickyrizal #sidang #cctv #pnjaksel #pengadilan #sidangsambo #brigadirj #sambo #ferdysambo #brigadirjoshua",2023-02-13T05:19:05Z,PT8M3S,2184477,9931,0,2584
qHVX9kEyV5k,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Susunan CCTV Ferdy Sambo Tiba Hingga Yosua Dibunuh di Duren Tiga,"JAKARTA, KOMPAS TV - Persidangan membuka sejumlah rekaman CCTV di dekat rumah dinas Ferdy Sambo Duren Tiga yang merupakan lokasi pembunuhan Yosua.

Dalam rekaman tampak rombongan Yosua cs bersama Putri datang terlebih daulu, dan langsung memasuki rumah.

Tak lama setelahnya mobil Ferdy Sambo tiba. Dalam rekaman terlihat ajudan Adzan Romer menyambut kedatangan Sambo.

Baca Juga CCTV Detik-Detik Kematian Brigadir J Terbongkar di Sidang di https://www.kompas.tv/article/353547/cctv-detik-detik-kematian-brigadir-j-terbongkar-di-sidang

Romer sempat panik berlari, diduga itu adalah momen ketika pistol Ferdy Sambo terjatuh.

Setelah itu, Ferdy Sambo turun dari mobil dan langsung masuk ke rumah Duren Tiga.

Dalam sebuah rekaman saat mobil Ferdy Sambo tiba, tampak di halaman luar rumah Yosua masih hidup.

Setelah beberapa lama, terlihat adanya kepanikan yang menunjukkan ajudan Adzan Romer dan ART Kodir berlarian.

Adegan tersebut diduga saat terjadi penembakan yang melibatkan Ferdy Sambo dan Bharada Eliezer.

Video Editor: Lintang Amiluhur

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/353589/susunan-cctv-ferdy-sambo-tiba-hingga-yosua-dibunuh-di-duren-tiga",2022-11-30T00:28:16Z,PT3M16S,2163619,7141,0,1207
QPEEBxOo05I,UCiBWcuJRPF639MP12qXzmPQ,NEGARA CERDAS,Ferdy Sambo selalu titip Do'a !!,,2022-09-23T12:22:54Z,PT58S,2138658,31654,0,1150
4V4LtEDhhfE,UCorB3FEapU0N5Bg_Yb7L-YQ,BUKAN BUKAN TV,Ferdy Sambo Dimana Sekarang? 😁 #shorts #lucu,,2022-08-11T15:10:57Z,PT36S,2113360,32321,0,2929
Sb75If13sRU,UCER4rvDnRBPr_ncYW4UCZjg,tvOneNews ,[BREAKING NEWS] Ferdy Sambo Tersangka Pembunuhan Brigadir J | tvOne,"Jakarta, https://www.tvOnenews.com - [BREAKING NEWS] Ferdy Sambo Tersangka Pembunuhan Yoshua | tvOne
Mantan Kepala Divisi Profesi dan Pengamanan Polri Irjen Ferdy Sambo menjadi tersangka baru dalam kasus pembunuhan ajudannya, Brigadir J alias Nopryansah Yosua Hutabarat. Hal itu diumumkan oleh Kapolri Jenderal Listyo Sigit Prabowo hari ini, Selasa, 9 Agustus 2022.
#FerdySamboTersangka #BrigadirJ #tvOnenews

Saksikan live streaming tvOne hanya di https://www.tvonenews.com/live",2022-08-09T11:59:58Z,PT15M47S,2062859,27542,0,11968
ANd_gxkwdKg,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,"Eliezer ungkap Ferdy Sambo mengatakan ""Tidak Ada Gunanya Pangkat Saya""","Dalam sidang hari ini (13/12/2022), Richard Eliezer menjadi saksi untuk menceritakan kronologi Ferdy Sambo dalam kondisi menangis dan menyebut tidak terima keluarganya dihina.

Selain itu, Ferdy Sambo turut mengatakan, “tidak ada gunanya pangkat saya.”

Tulis tanggapanmu di kolom komentar dan dapatkan berita selengkapnya di www.kompas.tv dan youtube.com/KompasTV.",2022-12-13T08:09:17Z,PT1M1S,1968927,24528,0,385
LRKCY47VWms,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,BREAKING NEWS - Sidang Perdana Ferdy Sambo di PN Jakarta Selatan,"KOMPAS.TV - Ferdy Sambo menjalani sidang terkait kasus pembunuhan Brigadir Nopriansyah Yosua Hutabarat (Brigadir J) hari ini, Senin 17 Oktober 2022.

Ferdy Sambo akan mendengarkan dakwaan yang dibacakan jaksa penuntut umum (JPU) di Pengadilan Negeri Jakarta Selatan. Selain Ferdy Sambo, para tersangka pembunuhan Brigadir J,  yaitu Putri Candrawathi, Ricky Rizal, dan Kuat Ma'ruf juga akan diadili bersama.

Jangan lewatkan live streaming KompasTV 24 jam non stop di https://www.kompas.tv/live. Agar tidak ketinggalan berita-berita terkini, terlengkap, serta laporan langsung dari berbagai daerah di Indonesia, yuk subscribe channel youtube KompasTV. Aktifkan juga lonceng supaya kamu dapat notifikasi video terbaru dari KompasTV. 

Sahabat KompasTV juga bisa memperoleh informasi terkini melalui website: www.kompas.tv

Media sosial KompasTV: 
Facebook: https://www.facebook.com/KompasTV 
Instagram: https://www.instagram.com/kompastv 
Twitter: https://twitter.com/KompasTV 
LINE: https://line.me/ti/p/%40KompasTV

#sidangferdysambo #ferdysambo #putricandrawathi",2022-10-17T14:20:58Z,PT11H37M39S,1866377,15269,0,624
xLSwzyh8jC4,UCCst0w8gNaWEqRzuYEC_w9A,Darwin Sibarani S. Sos,Ferdy Sambo Melaporkan ke Ferdy Rambo,,2022-08-12T04:17:33Z,PT18S,1824322,8458,0,613
1aaVggSbrpg,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,"Ferdy Sambo: Komandannya Gak Kuat, Kita Sikat! #vivacoid #ferdysambo #sambo","VIVA - Irjen Ferdy Sambo mengatakan bahwa pengawasan harus kuat dan bisa memberikan pemahaman tentang etika dalam melakukan tindakan. Simak video selengkapnya di sini https://youtu.be/3PDZS9OgrHE

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-08-11T12:30:00Z,PT59S,1818090,15362,0,6284
vATMGq9LdS8,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,"Tolak Pemecatan Dirinya, Ferdy Sambo Gugat Presiden dan Kapolri #shorts",,2022-12-30T06:45:23Z,PT59S,1773785,20426,0,2082
cQ2aob8NEZI,UClncl2j_oVWNIIU24IMfgBw,Sumber Berita,SIDANG SAMBO JPU CECAR FERDY SAMBO #sambo #shorts #beritahariini,,2023-01-11T11:48:53Z,PT1M1S,1738478,12960,0,428
pv44UMyNM88,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,Diungkap Langsung oleh Kamaruddin: Ferdy Sambo Tawarkan Uang Besar pada Saya,"KOMPAS.TV  Menanggapi vonis hukuman mati Ferdy Sambo, pengacara Brigadir J, Kamaruddin Simanjuntak mengaku sedih dan menangis.

Baca Juga Vonis Sambo & Putri, Kamaruddin: Masyarakat Harus Lawan Kezaliman dan Mafia! di https://www.kompas.tv/article/378165/vonis-sambo-putri-kamaruddin-masyarakat-harus-lawan-kezaliman-dan-mafia

Lantaran Kamaruddin mengaku pernah menawarkan Sambo dan Putri agar mereka menyesali perbuatan dan minta maaf. Namun hal itu tidak direspons oleh Sambo.

Dan Kamaruddin juga mengungkap, bahwa Sambo pernah mengutus orang untuk menawarkan uang yang besar pada dirinya.

""Saya tahun lalu menawarkan kepada Sambo dan Putri supaya mereka cepat menyesali perbuatannya dan minta maaf kepada keluarga dari pada dia mengutus orang menawarkan uang yang besar kepada saya."" Ungkap Kamaruddin usai Vonis Putri Candrawathi di PN Jaksel (13/02/23).

Kamaruddin menambahkan, bahwa Eliezer merespons apa yang ia minta untuk menyesali perbuatannya karena telah menembak Yosua.

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/378180/diungkap-langsung-oleh-kamaruddin-ferdy-sambo-tawarkan-uang-besar-pada-saya",2023-02-13T14:21:00Z,PT3M13S,1704164,11783,0,1935
VeHNHaGyuMA,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,Ferdy Sambo: Pikiran & Perbuatan Kita Harus Melebihi Polisi yang Lain #vivacoid #ferdysambo #propam,"VIVA - Irjen Ferdy Sambo saat memberikan pesan kepada anggotanya. #vivacoid #ferdysambo #sambo #propam

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-08-08T06:00:07Z,PT56S,1701024,15140,0,7674
FOftdkBm88w,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,BREAKING NEWS - Sidang Vonis Ferdy Sambo & Putri Candrawathi di Kasus Pembunuhan Yosua,"Sahabat KompasTV, jangan lupa like, comment, dan subscribe channel YouTube KompasTV, juga aktifkan lonceng notifikasi agar tidak ketinggalan update mengenai isu-isu terkini di Indonesia.

Jangan lewatkan live streaming KompasTV 24 jam non stop di https://www.kompas.tv/live. Agar tidak ketinggalan berita-berita terkini, terlengkap, serta laporan langsung dari berbagai daerah di Indonesia, yuk subscribe channel youtube KompasTV. Aktifkan juga lonceng supaya kamu dapat notifikasi video terbaru dari KompasTV. 

Sahabat KompasTV juga bisa memperoleh informasi terkini melalui website: www.kompas.tv

Media sosial KompasTV: 
Facebook: https://www.facebook.com/KompasTV 
Instagram: https://www.instagram.com/kompastv 
Twitter: https://twitter.com/KompasTV 
LINE: https://line.me/ti/p/%40KompasTV",2023-02-13T12:31:18Z,PT10H36M40S,1694932,11741,0,262
_Ks5n6K1sJ8,UCntgJ6BZe79nQuN7ZqsnTiQ,KABARIN ID,INGAT FERDY SAMBO? PUTRANYA KINI SEORANG TARUNA AKPOL CALON JENDERAL MASA DEPAN #shortsvideo #sambo,INGAT FERDY SAMBO? PUTRANYA KINI SEORANG TARUNA AKPOL CALON JENDERAL MASA DEPAN #shortsvideo #sambo,2024-07-21T10:15:01Z,PT49S,2102067,17365,0,2223
f17u19nMAmw,UCB1fvlA5xmLJ0tZblpoTuaQ,VIVA.CO.ID,Ferdy Sambo Siap Pecat Polisi Nakal #vivacoid #ferdysambo #sambo,"VIVA - Irjen Ferdy Sambo menyatakan siap menindaklanjuti semua oknum polisi yang menyimpang dengan cepat. Simak video selengkapnya di sini https://youtu.be/3PDZS9OgrHE

Baca berita terbaru, terkini dan terpopuler disini https://www.viva.co.id/",2022-08-13T09:00:16Z,PT31S,3235262,35540,0,6270
hNmLaiVj__4,UCwFc1bMj5KFxX8BJ1wBRuzw,Tribun MedanTV,TERUNGKAP Ferdy Sambo Sempat Teken Surat Pemecatan Raden Brotoseno di Hari Pembunuhan Brigadir J!,"TRIBUN-MEDAN.com –Sosok Raden Brotoseno mendadak menjadi sorotan publik, lantaran namanya disebut dalam sidang kasus obstruction of justice pembunuhan Brigadir J.

Dilansir dari Kompas.com, Ferdy Sambo sempat menandatangani berkas kasus di sidang Kode Etik Profesi Kepolisian Raden Brotoseno.

Ternyata hari itu bertepatan dengan pembunuhan Brigadir J.

Hal ini diketahui dari kesaksian Aryanto sebagai petugas harian lepas (PHL) Propam Polri menyebutkan jika surat itu harus ditandatangani oleh Ferdy Sambo.

Baca selengkapnya di www.tribun-medan.com
https://medan.tribunnews.com/2022/11/10/terungkap-ferdy-sambo-sempat-teken-surat-pemecatan-raden-brotoseno-di-hari-pembunuhan-brigadir-j",2022-11-10T14:02:53Z,PT58S,2680969,22695,0,884
ww2XHUnI7tY,UCmxAIW7RDDC88EPk4ry16Kg,Tribunnews,"Beri Kejutan, Chat Istri Ferdy Sambo saat Brigadir J Ultah Jadi Sorotan: 'Aku Bersyukur Memiliku'","TRIBUN-VIDEO.COM - Keluarga Brigadir Yosua Hutabarat mengungkapkan isi pesan dari istri Ferdy Sambo saat Brigadir J ulang tajun.

Putri Candrawathi memberikan kejutan ulang tahun pada Brigadir J dan menuturkan bahwa Yosua adalah sosok ajudan yang luar biasa.

Percakapan atau pesan tersebut diungkapkan oleh Roslin Emika, yang merupakan bibi dari Brigadir Yosua Hutabarat.

Roslin menunjukkan bukti berupa capture (tangkapan layar) pesan dari Putri Candrawathi dan dikirimkan ke Brigadir J di hari ulang tahun Ajudan Ferdy Sambo itu.

Postingan tersebut diunggah Roslin Emika pada Kamis (4/8/2022).

Tak diketahui pasti kapan ucapan ulang tahun itu disampaikan oleh istri Ferdy Sambo.

Namun dalam unggahannya, Roslin mengungkapkan pesan Putri Candrawathi yang disampaikan dalam bahasa Inggris.

Putri menyebut Brigadir J adalah pengawal terbaik yang dikenal selama ini.

Dalam pesannya, Putri berharap agar Yosua diliputi kebahagiaan.

Ia pun mengatakan bahwa Yosua adalah sosok staf atau ajudan yang terbaik.

Dalam ungkapan terakhirnya, Putri Sambo menuliskan 'Happy Birthday My Great Bodyguard SUA'.

Roslin mengaku terpukul, pesan menyentuh dari Putri Sambo itu tak bisa menjadi penyelamat bagi Yosua Hutabarat.

Meski dianggap sebagai ajudan yang terbaik, Roslin mengaku sedih karena justru semua ungkapan itu hanya manis di bibir saja.

Ada pula foto Brigadir J di depan sebuah kue mewah bertuliskan Happy Birthday Bodyguard Sua.

(Tribun-Video.com)",2022-08-04T12:48:00Z,PT1M50S,2378928,6668,0,2453
AUamnrAkWJQ,UC5BMIWZe9isJXLZZWPWvBlg,KOMPASTV,"[FULL] Susi, Sang Pengungkap Motif Sambo? - NI LUH","KOMPASTV - Susi, nama yang belakangan ramai jadi perbincangan. Asisten rumah tangga keluarga Ferdy Sambo ini, menyita perhatian publik, lantaran polahnya di pengadilan, saat menjadi saksi terdakwa Richard Eliezer, Senin 31 Oktober 2022.

Ia dicecar hakim dan dicurigai memberi keterangan tak benar dalam persidangan. Pasalnya, Susi kerap mengatakan lupa atau tidak tahu untuk hal-hal sederhana yang ditanyakan hakim. Semisal soal keseharian Ferdy Sambo, maupun soal anak keempat Ferdy Sambo dan Putri Candrawathi. 

Hakim juga menemukan banyak keterangan Susi yang berubah-ubah. Peristiwa di Magelang misalnya. Keterangannya dalam persidangan ditemukan banyak berbeda dengan isi berita acara pemeriksaan (BAP). Hakim harus berulang kali menanyakan pada Susi, bahkan mengancam Susi dengan pidana jika diketahui berbohong. Hakim juga meminta kepada JPU agar Susi terus dihadirkan, lantaran diyakini akan menjadi pengungkap motif.

Ada apa dengan Susi, apa yang ia ketahui namun tak bisa ia sampaikan? Mungkinkah benar ia telah dibuatkan skenario untuk menghadapi persidangan? Jurnalis Kompas TV, Ni Luh Puspa, mencari jawabannya.

Pertama Ni Luh berbincang dengan Kujaeni Tamsil, suami Susi. Ia mengaku sempat berkomunikasi dengan Susi, sebelum persidangan. Apa yang dibahas? Apakah Susi pernah bercerita terkait peristiwa pembunuhan Yosua? Mungkinkah ada tekanan pada Susi yang diceritakannya? 

Selanjutnya Ni Luh juga menanyakan analisis psikologi Susi saat persidangan, lewat ekspresi Susi, pada pakar mikro ekspresi, Monica Kumalasari. Dari yang tergambar, benarkah Susi berbohong?

Soal keyakinan hakim bahwa Susi mampu mengungkap motif Sambo. Ni Luh bertemu pakar hukum pidana, Prof. Romli Atmasasmita. Apa yang membuat hakim ingin menggali motif? Keterangan ART Sambo yang berbelit akankah menguntungkan bagi ferdy Sambo dan isterinya?

Saksikan NI LUH, episode SUSI, SANG PENGUNGKAP MOTIF SAMBO? Tayang Senin, 7 November 2022, pukul 20.30 WIB, hanya di Kompas TV, Independen Terpercaya. (Ni Luh Puspa/ Kompas TV).

Artikel ini bisa dilihat di :  https://www.kompas.tv/article/346081/full-susi-sang-pengungkap-motif-sambo-ni-luh",2022-11-08T02:58:38Z,PT43M42S,2264340,15005,0,1945
